PromedioNotaGeneral,PromedioAsistencia,AyudaFinanciera,Materia,PromedioColegio,split
2.5549999999999997,0.9279999999999999,1,159,4.97,train
5.4434951456310685,0.8551162790697675,0,165,7.22,train
5.935735294117647,0.862,0,169,5.82,train
5.3603571428571435,0.8633333333333333,0,173,6.99,train
5.441478260869565,0.8595833333333333,0,185,5.06,train
5.702676056338028,0.86125,0,178,7.97,train
5.539574468085107,0.853793103448276,0,151,6.85,train
5.6270454545454545,0.864,0,141,5.32,train
7.742710280373832,0.9264583333333333,0,160,7.36,train
5.517619047619048,0.8564444444444445,0,164,7.31,train
5.54475,0.866875,0,187,6.37,train
7.661612903225807,0.8503225806451613,0,176,7.06,train
7.88357894736842,0.669080459770115,0,184,7.3,train
3.6252678571428567,0.6670588235294117,0,140,3.86,train
3.5300000000000002,0.6695652173913044,0,141,7.59,train
7.6943925233644865,0.9264583333333333,0,151,7.36,train
5.514896551724139,0.8617241379310344,0,180,6.46,train
5.436028368794325,0.8434920634920635,0,158,5.54,train
5.604388489208633,0.8663793103448276,0,149,4.81,train
5.446642857142858,0.8539622641509433,0,168,5.69,train
7.894095238095238,0.93375,0,161,8.0,train
5.258881118881119,0.865,0,159,5.48,train
5.47058394160584,0.856,0,144,6.95,train
5.754791666666667,0.6635294117647058,0,160,5.01,train
5.5785950413223135,0.8436538461538461,0,152,7.77,train
5.425109489051094,0.8452941176470589,0,171,5.39,train
8.285046728971963,0.8877551020408163,1,160,7.42,train
5.464259259259259,0.6444736842105263,0,154,5.42,train
2.651176470588235,0.6241666666666666,0,140,5.64,train
3.8915384615384614,0.8184615384615385,0,160,7.3,train
5.76475,0.8636842105263158,0,187,3.97,train
3.3637142857142854,0.6233333333333333,0,168,3.0,train
5.741631205673759,0.86125,0,176,7.97,train
5.640769230769232,0.6729166666666666,0,179,4.4,train
3.2957272727272726,0.8595454545454545,0,169,5.53,train
3.463181818181818,0.6935714285714286,0,177,5.75,train
7.898300000000001,0.9441304347826087,0,178,6.35,train
3.6519696969696964,0.8394444444444444,0,159,6.81,train
7.993366336633662,0.669080459770115,0,179,7.3,train
8.267809523809523,0.9485416666666667,1,172,8.96,train
8.239719626168224,0.9529166666666667,1,144,7.7,train
8.186666666666666,0.9592857142857143,1,141,8.6,train
5.683464566929134,0.9125000000000001,0,162,5.79,train
3.6401980198019803,0.8738095238095239,0,142,6.74,train
5.549863945578232,0.8553571428571428,0,174,5.27,train
3.7756989247311825,0.8475,0,144,4.8,train
5.316634615384615,0.8795238095238095,0,141,6.76,train
8.005754716981132,0.9220833333333333,0,173,7.49,train
3.3610377358490564,0.85,0,149,7.65,train
5.318333333333334,0.65,0,168,7.81,train
8.175046728971962,0.9541666666666666,1,178,7.9,train
5.386218487394959,0.8587234042553191,0,162,7.04,train
5.566304347826088,0.6392941176470589,0,184,6.13,train
3.468606557377049,0.6487671232876713,0,179,5.58,train
5.55123076923077,0.9142307692307692,0,141,8.57,train
5.644400000000001,0.846046511627907,0,149,6.07,train
3.5464102564102564,0.636056338028169,0,180,7.15,train
3.7479999999999993,0.8599999999999999,0,150,6.84,train
8.07647619047619,0.9275000000000001,0,165,8.07,train
8.197731958762887,0.9453333333333334,1,161,7.96,train
5.415774647887324,0.9271153846153847,0,172,7.65,train
5.456694915254237,0.8408333333333333,0,180,5.91,train
3.5509375,0.6573076923076923,0,144,4.67,train
5.4426618705035965,0.856,0,181,6.95,train
3.4838759689922476,0.8469090909090908,0,142,6.02,train
5.418101265822785,0.8557575757575757,0,144,7.52,train
8.566792452830189,0.9516666666666667,1,171,7.36,train
5.489849624060151,0.8496153846153847,0,153,5.5,train
3.3344444444444448,0.661923076923077,0,160,4.5,train
3.5800000000000005,0.86,0,180,6.25,train
3.7479999999999993,0.8599999999999999,0,150,6.84,train
5.528723404255319,0.8514035087719298,0,151,5.45,train
5.3706249999999995,0.8228571428571428,0,141,6.84,train
5.484652777777779,0.857741935483871,0,179,5.62,train
8.041454545454545,0.9292592592592592,0,177,8.53,train
7.849905660377358,0.919375,0,166,8.88,train
5.385547945205479,0.8498275862068966,0,155,6.69,train
8.433333333333334,0.9558333333333334,1,182,7.53,train
3.451052631578947,0.6366101694915255,0,149,4.9,train
5.495576923076923,0.8615384615384615,0,149,7.6,train
5.800857142857142,0.8086666666666668,0,145,6.39,train
7.939626168224299,0.669080459770115,0,149,7.3,train
8.096285714285715,0.9316666666666666,0,182,7.46,train
5.468581081081081,0.8529310344827586,0,182,5.92,train
7.8870786516853935,0.934047619047619,0,167,7.4,train
5.609571428571429,0.854561403508772,0,151,5.7,train
5.335135135135135,0.8546153846153846,0,170,7.57,train
5.799690721649484,0.8660975609756097,1,175,7.79,train
3.5777707006369424,0.9261538461538462,0,180,5.87,train
3.6445098039215686,0.6639622641509434,0,142,4.18,train
7.8009433962264145,0.9129166666666667,0,140,8.38,train
5.185555555555555,0.6758620689655173,0,169,6.15,train
5.464220183486238,0.6717910447761194,0,150,5.28,train
5.455384615384615,0.846875,0,144,5.5,train
4.923243243243243,0.85375,0,177,6.08,train
8.153888888888888,0.8618000000000001,0,163,7.77,train
8.25411214953271,0.9458333333333333,1,144,8.57,train
5.326060606060607,0.6690196078431372,0,141,6.23,train
8.083478260869565,0.9427272727272726,1,178,7.59,train
5.419019607843137,0.8709523809523809,0,141,5.05,train
7.895377358490567,0.925625,0,155,7.56,train
5.599785714285715,0.8446774193548386,0,152,6.04,train
8.269428571428572,0.94875,1,142,9.29,train
5.599015151515151,0.8543636363636364,0,149,7.7,train
5.130256410256409,0.6325925925925925,0,184,3.03,train
3.4285294117647065,0.86,0,187,6.25,train
5.406524822695035,0.8581132075471699,0,159,6.16,train
3.5247286821705432,0.8514893617021275,0,142,8.0,train
5.286078431372549,0.8564406779661017,0,156,8.45,train
5.467808219178083,0.9264285714285715,0,158,5.3,train
5.866938775510203,0.6788888888888889,1,169,3.51,train
8.229899999999999,0.9552173913043478,1,154,7.74,train
5.645736434108528,0.8407547169811321,0,143,6.57,train
5.448472222222223,0.8544827586206897,0,153,5.69,train
8.024952380952382,0.9216666666666667,0,153,8.72,train
8.146708860759494,0.9439473684210525,1,155,8.06,train
5.470434782608695,0.8678947368421053,0,179,7.41,train
5.567557251908396,0.8362962962962962,0,141,3.83,train
5.73031746031746,0.8608,1,147,6.9,train
5.5629729729729736,0.8583333333333333,0,140,5.49,train
5.188053691275168,0.8394915254237288,0,163,7.34,train
3.6382222222222222,0.863225806451613,0,155,6.57,train
8.096559139784945,0.9500000000000001,1,154,8.03,train
3.741071428571428,0.66,0,149,5.52,train
5.4055633802816905,0.8453448275862069,0,180,5.95,train
5.428859060402685,0.8293333333333333,0,150,6.51,train
8.05,0.8378181818181818,0,175,6.35,train
8.225377358490565,0.9495833333333333,1,179,7.87,train
8.202345679012346,0.9655263157894737,1,152,8.88,train
5.402043795620438,0.8607692307692307,0,142,5.79,train
3.639577464788732,0.8394444444444444,0,169,6.81,train
4.815454545454545,0.835,0,149,6.56,train
3.4534374999999997,0.6765,0,159,5.46,train
5.460676691729323,0.8432692307692308,0,175,6.26,train
5.680955882352941,0.854561403508772,0,178,5.7,train
5.505761589403973,0.8267741935483871,0,169,6.45,train
5.719320388349515,0.952,1,187,8.41,train
5.291224489795919,0.8329310344827586,0,168,7.28,train
5.63939393939394,0.8487272727272728,0,165,5.74,train
5.690078124999999,0.9564583333333333,1,141,8.46,train
8.016,0.8545945945945946,0,167,7.18,train
5.6134951456310676,0.856304347826087,0,145,6.13,train
5.746492537313434,0.8625925925925926,1,174,5.54,train
8.212924528301887,0.96,1,167,6.59,train
5.494565217391305,0.8592727272727272,0,159,7.5,train
3.4976315789473684,0.6136363636363636,0,169,4.89,train
3.660476190476191,0.6524,0,150,4.79,train
5.904545454545455,0.9490000000000001,1,185,9.42,train
3.956129032258064,0.6514814814814814,0,184,5.24,train
3.5021739130434786,0.6695652173913044,0,177,7.59,train
5.617636363636363,0.837659574468085,0,157,7.05,train
5.497288135593221,0.9291111111111111,0,145,7.07,train
5.3951879699248115,0.8501886792452831,0,179,5.09,train
5.62123595505618,0.9319444444444444,0,147,6.92,train
5.295405405405406,0.8703333333333333,0,148,5.25,train
8.231166666666665,0.9065517241379311,0,177,8.24,train
5.419214285714285,0.8616949152542374,0,183,6.82,train
4.1607692307692306,0.70375,0,168,3.69,train
8.397169811320754,0.9558333333333334,1,158,7.53,train
5.3996202531645565,0.8557575757575757,0,148,7.52,train
5.9819047619047625,0.6687179487179487,0,155,5.58,train
6.046119402985075,0.862,0,173,5.82,train
3.595,0.6425,0,159,4.75,train
3.3739285714285714,0.663,0,187,6.39,train
5.508269230769231,0.8521739130434783,0,150,7.58,train
8.09745283018868,0.941875,1,155,7.3,train
5.829636363636364,0.9491304347826086,1,145,8.95,train
5.395714285714285,0.8447540983606557,0,165,7.84,train
8.220571428571429,0.9543750000000001,1,165,8.49,train
5.794251968503937,0.8359615384615384,0,164,5.95,train
5.46910447761194,0.9173076923076924,0,182,7.48,train
3.5234426229508204,0.8453846153846154,0,187,3.57,train
5.687936507936508,0.9564583333333333,1,164,8.46,train
5.324869565217392,0.8595652173913043,0,177,5.7,train
5.407628865979382,0.8682051282051282,0,163,7.17,train
7.895227272727272,0.9214634146341464,0,169,7.3,train
5.498857142857142,0.642,0,179,7.26,train
8.196571428571428,0.9460416666666666,1,162,8.02,train
3.5875000000000004,0.7,0,184,8.0,train
3.4513333333333334,0.6233333333333333,0,143,3.0,train
5.511948051948052,0.8471875,0,187,4.86,train
7.976701030927835,0.8504081632653061,0,163,6.07,train
8.224298245614035,0.880188679245283,1,166,7.17,train
5.5288157894736845,0.8672881355932204,0,147,6.4,train
8.404854368932039,0.9465957446808511,1,149,9.12,train
5.758968253968254,0.9564583333333333,1,149,8.46,train
5.431643835616439,0.8438596491228071,0,156,7.09,train
5.400816326530613,0.8438596491228071,0,144,7.09,train
5.773208955223881,0.8948076923076923,1,186,9.03,train
5.4753465346534655,0.8709523809523809,0,150,5.05,train
5.35296875,0.6416981132075471,0,155,6.89,train
5.574705882352942,0.8472727272727273,0,158,6.31,train
5.622413793103449,0.9359574468085107,0,140,6.79,train
8.21877358490566,0.9460416666666666,1,143,8.02,train
5.704134615384616,0.952,1,140,8.41,train
7.871685393258428,0.934047619047619,0,159,7.4,train
3.4874285714285715,0.6520588235294118,0,143,3.9,train
3.588611111111111,0.6711538461538461,0,149,4.2,train
5.496778523489933,0.8529310344827586,0,167,5.92,train
8.262626262626261,0.957391304347826,1,153,7.56,train
5.8164444444444445,0.84,0,155,5.91,train
5.6701428571428565,0.6439215686274511,0,145,6.13,train
3.725238095238095,0.8394444444444444,0,168,6.81,train
5.5789583333333335,0.8751351351351352,0,148,8.66,train
7.786071428571428,0.8475862068965518,0,180,8.91,train
5.349489795918367,0.8682051282051282,0,157,7.17,train
5.659565217391305,0.8435714285714286,0,168,5.49,train
5.506666666666667,0.8360869565217391,0,140,5.73,train
8.10254716981132,0.868125,0,159,7.38,train
5.661048387096774,0.848679245283019,0,150,7.89,train
5.974583333333334,0.86,0,142,4.75,train
5.032162162162162,0.851764705882353,0,155,6.76,train
5.489375,0.90625,0,179,6.96,train
8.104393939393939,0.926875,0,187,8.24,train
8.263490566037737,0.9543750000000001,1,156,7.18,train
7.665,0.8503225806451613,0,160,7.06,train
8.247590361445782,0.9615,1,165,7.57,train
3.39875,0.6294594594594595,0,141,5.51,train
5.559175257731959,0.8751351351351352,0,174,8.66,train
5.516617647058824,0.8560377358490565,0,157,5.75,train
5.474630872483221,0.8529310344827586,0,175,5.92,train
4.934615384615385,0.8028571428571428,0,159,7.55,train
7.894056603773586,0.925625,0,180,7.56,train
5.474485981308411,0.8661363636363636,0,146,6.57,train
3.956363636363636,0.6571428571428571,0,140,6.97,train
8.086132075471697,0.9441666666666667,1,176,8.28,train
5.352479338842975,0.8289795918367346,0,155,5.78,train
5.107105263157894,0.8633898305084745,0,172,7.85,train
5.427478260869565,0.8408333333333333,0,152,5.91,train
5.437916666666666,0.8563636363636364,0,168,6.04,train
8.534905660377358,0.9516666666666667,1,160,7.36,train
5.651923076923077,0.856304347826087,0,177,6.13,train
5.360169491525424,0.8740000000000001,0,180,6.26,train
7.815929203539824,0.8461818181818181,0,155,7.8,train
8.176981132075472,0.9727083333333333,1,142,7.15,train
3.5750632911392404,0.9261538461538462,0,159,5.87,train
5.082432432432433,0.846875,0,179,6.13,train
5.546518518518519,0.9217647058823529,0,186,7.58,train
5.457173913043478,0.9226415094339623,0,154,4.99,train
8.20177570093458,0.9541666666666666,1,149,7.9,train
5.5275423728813555,0.8282142857142858,0,151,6.12,train
7.971121495327102,0.9252083333333333,0,168,8.83,train
7.9575471698113205,0.930625,0,150,6.15,train
5.566999999999999,0.6439215686274511,0,168,6.13,train
3.5174576271186435,0.6319565217391304,0,169,6.98,train
5.315099337748344,0.8564406779661017,0,151,8.45,train
7.941807228915663,0.9384615384615385,0,179,8.37,train
3.490542635658915,0.8514893617021275,0,177,8.0,train
5.350508474576271,0.8691666666666666,0,162,5.75,train
7.899245283018868,0.925625,0,158,7.56,train
8.279626168224299,0.9458333333333333,1,176,8.57,train
3.2564516129032257,0.6666176470588235,0,149,4.23,train
3.576938775510204,0.8422641509433962,0,159,5.6,train
5.490952380952381,0.8488333333333333,0,151,5.7,train
5.466341463414635,0.8613157894736841,0,151,5.74,train
3.64875,0.665,0,149,5.83,train
8.232368421052632,0.8889189189189189,1,148,8.33,train
7.760535714285714,0.8501851851851852,0,172,8.86,train
3.757571428571429,0.6652083333333333,0,184,6.42,train
5.438531468531469,0.8574137931034482,0,141,4.0,train
8.194430379746835,0.9439473684210525,1,151,8.06,train
7.958888888888889,0.9434285714285715,0,180,7.59,train
5.644574468085105,0.6383333333333333,0,155,5.61,train
5.236962025316456,0.861764705882353,0,159,9.23,train
5.362061855670103,0.8538888888888888,0,159,6.26,train
8.046404494382022,0.8534042553191489,0,153,8.2,train
5.34695945945946,0.8616949152542374,0,144,6.82,train
7.749026548672567,0.8501851851851852,0,149,8.86,train
5.272459016393443,0.6366304347826087,0,140,5.06,train
5.476312056737588,0.8457377049180327,0,170,5.28,train
3.340377358490566,0.8595454545454545,0,143,5.53,train
5.387833333333333,0.8691666666666666,0,159,5.75,train
8.204952380952381,0.96,1,165,6.59,train
7.967830188679245,0.9295833333333333,0,184,8.61,train
7.908536585365853,0.927142857142857,0,180,8.92,train
5.496075949367088,0.8306349206349206,0,169,7.71,train
5.618356164383561,0.8672222222222222,1,153,5.2,train
5.283454545454545,0.8646666666666666,0,184,8.38,train
7.707523809523809,0.9302083333333333,0,183,7.05,train
7.897499999999999,0.9214634146341464,0,143,7.3,train
8.33407894736842,0.9543243243243243,1,144,8.47,train
5.243243243243243,0.8720754716981132,0,154,7.76,train
8.100333333333335,0.8436363636363636,0,177,8.47,train
5.935735294117647,0.862,0,169,5.82,train
3.3266666666666667,0.661923076923077,0,155,4.5,train
5.107735849056604,0.8478260869565217,0,187,4.88,train
5.350705882352941,0.655,0,159,5.62,train
5.419274193548387,0.8315686274509804,0,153,8.53,train
8.141037735849057,0.959375,1,146,8.73,train
8.110641025641026,0.9221621621621621,0,173,6.58,train
7.993627450980393,0.9348936170212766,0,182,7.7,train
5.4874820143884895,0.8696363636363637,0,148,4.56,train
5.869852941176471,0.8423333333333333,0,177,7.54,train
5.768625954198473,0.845925925925926,0,178,6.09,train
5.545808823529412,0.8487272727272728,0,179,5.74,train
8.238396226415095,0.9587500000000001,1,154,7.34,train
5.358865979381444,0.8538888888888888,0,184,6.26,train
5.843488372093024,0.9473999999999999,1,150,7.39,train
5.469863945578232,0.857741935483871,0,143,5.62,train
8.09803738317757,0.9656250000000001,1,147,7.56,train
5.40268115942029,0.8538983050847458,0,170,7.18,train
5.295,0.8520454545454546,0,169,6.14,train
8.006078431372549,0.8475,0,159,7.98,train
5.418413793103449,0.8438596491228071,0,183,7.09,train
5.803407407407407,0.8620370370370369,1,169,5.5,train
5.398071428571428,0.8581132075471699,0,174,6.16,train
5.4188073394495415,0.8661363636363636,0,167,6.57,train
5.457412587412588,0.8574137931034482,0,157,4.0,train
5.482916666666666,0.8394642857142857,0,176,6.48,train
8.244905660377357,0.955,1,150,8.03,train
3.4538095238095243,0.6257446808510638,0,169,6.37,train
5.43865671641791,0.8573999999999999,0,162,5.44,train
8.23377358490566,0.9441666666666667,1,144,8.28,train
5.441666666666666,0.6473333333333334,0,149,6.58,train
5.503740458015267,0.8595999999999999,0,156,5.21,train
4.7905,0.85375,0,140,6.08,train
5.4558536585365855,0.9452941176470588,1,143,6.53,train
8.260093457943926,0.8877551020408163,1,142,7.42,train
5.487166666666666,0.6416981132075471,0,140,6.89,train
5.813461538461539,0.8847169811320755,1,160,5.94,train
5.434772727272727,0.8473684210526317,0,152,6.26,train
3.6380981595092026,0.8467796610169491,0,160,7.56,train
6.105,0.9333333333333333,0,142,8.33,train
8.047384615384615,0.870625,0,148,7.44,train
5.446433566433566,0.8457377049180327,0,158,5.28,train
5.478955223880598,0.8526,0,170,8.12,train
5.754031007751938,0.9366,0,146,5.76,train
8.117627118644068,0.8848275862068966,1,187,7.97,train
7.835698924731183,0.9172093023255813,0,166,7.04,train
5.443669064748202,0.8539622641509433,0,175,5.69,train
8.25122641509434,0.9587500000000001,1,177,7.34,train
3.371666666666667,0.6547619047619048,0,179,4.88,train
5.549590163934426,0.6538636363636363,0,187,8.29,train
7.651272727272727,0.854074074074074,0,174,6.57,train
8.076271186440678,0.8466071428571428,0,159,7.39,train
8.184716981132075,0.9543750000000001,1,157,8.49,train
5.445263157894736,0.8473809523809525,0,187,7.34,train
5.342822580645161,0.8614583333333333,0,187,6.01,train
8.31530303030303,0.9459375,1,141,7.81,train
8.095846153846153,0.870625,0,155,7.44,train
5.4427067669172935,0.8560377358490565,0,175,5.4,train
5.430657894736842,0.8402857142857143,0,151,6.36,train
5.24,0.6406060606060606,0,146,5.81,train
3.7187058823529417,0.651875,0,179,3.24,train
6.267500000000001,0.8849999999999999,0,155,6.66,train
8.006727272727273,0.8558620689655172,1,158,8.2,train
8.112222222222222,0.8436363636363636,0,174,8.47,train
8.201445783132531,0.9417948717948718,1,157,6.84,train
8.01990990990991,0.8378181818181818,0,164,6.35,train
5.266595744680851,0.8674545454545455,0,177,5.42,train
5.367769784172662,0.8607692307692307,0,145,5.79,train
3.3024561403508774,0.9362903225806452,0,149,6.41,train
5.5307894736842105,0.8525806451612903,0,162,5.33,train
6.590833333333333,0.8766666666666666,0,158,5.4,train
5.823384615384616,0.9473999999999999,1,170,7.39,train
8.178292682926829,0.9655263157894737,1,167,8.88,train
3.466492537313433,0.8514893617021275,0,144,8.0,train
5.581716417910447,0.8303571428571429,0,177,6.87,train
5.128571428571428,0.6518823529411765,0,168,6.77,train
5.311860465116279,0.8568627450980393,0,182,6.48,train
8.534358974358973,0.954,1,153,7.99,train
7.762056074766355,0.9370833333333333,0,175,6.42,train
5.746771653543307,0.8539622641509433,0,173,6.69,train
5.407465753424658,0.8660344827586206,0,156,8.57,train
8.293962264150943,0.9633333333333334,1,159,8.51,train
5.854347826086957,0.8423333333333333,0,167,7.54,train
5.557936507936508,0.8595999999999999,0,172,5.21,train
8.016981132075472,0.9220833333333333,0,166,7.49,train
5.276744186046511,0.9349999999999999,0,149,6.93,train
