PromedioNotaGeneral,PromedioAsistencia,AyudaFinanciera,NotaPromedioParcialCursada,TasaRecursaGeneral,Materia,split
8.324166666666667,0.9547916666666666,1,9.815000000000001,0.0,161,train
7.904907407407408,0.9235416666666666,0,8.125,0.0,164,train
5.497111111111111,0.8560377358490565,0,0.0,0.09433962264150944,144,train
8.124579439252336,0.9383333333333334,0,9.96,0.0,151,train
7.992307692307692,0.9348936170212766,0,0.0,0.0,159,train
5.489191176470588,0.8526,0,0.0,0.06,179,train
3.693086419753086,0.6319565217391304,0,2.57,1.0,142,train
5.667142857142858,0.8389795918367347,0,0.0,0.16326530612244897,144,train
7.891308411214953,0.92375,0,7.7,0.0,175,train
5.209189189189189,0.8526315789473684,0,3.3,0.17543859649122806,145,train
3.324277456647399,0.9362903225806452,0,0.0,0.6290322580645161,159,train
3.638222222222222,0.8533333333333333,0,3.52,0.5555555555555556,187,train
5.447299270072993,0.8458181818181819,0,0.0,0.12727272727272726,145,train
5.334294871794872,0.8540677966101695,0,0.0,0.1864406779661017,152,train
8.166822429906544,0.9379166666666667,0,0.0,0.0,175,train
7.943333333333333,0.9572916666666668,1,0.0,0.0,182,train
3.6954000000000002,0.665,0,0.0,0.88,144,train
7.9692105263157895,0.8522641509433962,0,0.0,0.09433962264150944,158,train
5.658311688311688,0.6662264150943397,0,5.22,0.8113207547169812,168,train
3.6394,0.8700000000000001,0,0.0,0.5526315789473685,187,train
5.524054054054053,0.6517808219178082,0,0.0,0.8493150684931506,142,train
5.84381679389313,0.9473999999999999,1,0.0,0.04,140,train
5.5234265734265735,0.853793103448276,0,0.0,0.1896551724137931,183,train
5.39578231292517,0.8585964912280701,0,0.0,0.17543859649122806,161,train
8.281,0.866,1,8.33,0.04,182,train
5.410780141843971,0.8538983050847458,0,5.859999999999999,0.2033898305084746,142,train
5.75365671641791,0.845925925925926,0,3.36,0.12962962962962962,184,train
5.636857142857143,0.856304347826087,0,4.415,0.1956521739130435,187,train
8.126915887850467,0.9575,1,9.08,0.0,184,train
8.411401869158878,0.9558333333333334,1,7.9,0.0,167,train
3.616931216931217,0.8615151515151515,0,0.0,0.6212121212121212,159,train
5.589411764705883,0.8465454545454546,0,5.0,0.12727272727272726,160,train
5.6222916666666665,0.635,0,0.0,0.9473684210526315,184,train
5.613247863247863,0.9359574468085107,0,6.9,0.06382978723404255,170,train
8.123518518518516,0.9656250000000001,1,8.705,0.0,142,train
5.617461538461539,0.9246,0,4.84,0.06,175,train
3.2993167701863357,0.8508474576271187,0,3.59,0.7457627118644068,177,train
3.3365217391304345,0.8375862068965517,0,1.8650000000000002,0.6551724137931034,168,train
3.489818181818182,0.6366101694915255,0,3.4000000000000004,0.9661016949152542,149,train
3.5397902097902096,0.845,0,2.955,0.6,169,train
5.644038461538462,0.6550666666666667,0,0.0,0.8,160,train
5.365163398692811,0.8523333333333334,0,0.0,0.2,147,train
5.526711409395974,0.8553571428571428,0,0.0,0.14285714285714285,171,train
7.901308411214953,0.92375,0,0.0,0.0,169,train
5.414188034188035,0.8595833333333333,0,6.69,0.16666666666666666,185,train
3.6167195767195772,0.8615151515151515,0,1.75,0.6212121212121212,142,train
8.145700934579441,0.959375,1,8.01,0.0,164,train
3.500763358778626,0.636056338028169,0,3.17,0.971830985915493,144,train
5.558571428571429,0.8362962962962962,0,0.0,0.12962962962962962,183,train
5.601176470588236,0.8465454545454546,0,0.0,0.12727272727272726,154,train
5.265070422535211,0.8674545454545455,0,4.04,0.12727272727272726,143,train
3.6712121212121214,0.8467796610169491,0,4.895,0.6101694915254238,143,train
5.440571428571428,0.6366666666666667,0,0.0,0.8888888888888888,150,train
5.36068376068376,0.8452173913043479,0,5.1,0.06521739130434782,151,train
5.578717948717949,0.8525806451612903,0,0.0,0.22580645161290322,148,train
3.6087830687830693,0.8615151515151515,0,2.9699999999999998,0.6212121212121212,184,train
8.11392523364486,0.9474999999999999,1,0.0,0.0,180,train
8.22785046728972,0.9587500000000001,1,7.1,0.0,167,train
5.677718120805369,0.8318333333333333,0,0.0,0.2,179,train
5.506708860759494,0.8471875,0,5.545,0.125,142,train
8.064158415841584,0.9289130434782608,0,6.32,0.0,143,train
5.49896551724138,0.8514035087719298,0,7.5,0.17543859649122806,180,train
5.8221428571428575,0.6491935483870968,0,0.0,0.8709677419354839,146,train
5.536428571428572,0.8541818181818182,0,0.0,0.23636363636363636,169,train
3.5686842105263157,0.8485714285714285,0,0.0,0.6666666666666666,141,train
5.710461538461539,0.8730909090909091,0,0.0,0.18181818181818182,159,train
5.329038461538461,0.8540677966101695,0,0.0,0.1864406779661017,150,train
8.112803738317757,0.9474999999999999,1,6.99,0.0,158,train
5.628014184397163,0.854561403508772,0,7.04,0.15789473684210525,147,train
5.549603174603175,0.8541818181818182,0,0.0,0.23636363636363636,184,train
5.589586206896552,0.8480000000000001,0,0.0,0.2,163,train
5.438680555555556,0.8457377049180327,0,0.0,0.21311475409836064,157,train
3.605275590551181,0.8427906976744186,0,5.695,0.6046511627906976,152,train
5.745597014925373,0.845925925925926,0,3.93,0.12962962962962962,175,train
3.501293103448276,0.6396721311475411,0,3.8049999999999997,0.8852459016393442,141,train
8.542242990654206,0.9516666666666667,1,9.68,0.0,175,train
3.7381553398058256,0.8475,0,0.0,0.4444444444444444,148,train
5.4897478991596635,0.8516326530612246,0,4.46,0.14285714285714285,142,train
7.9739823008849555,0.8667307692307692,0,8.15,0.07692307692307693,176,train
5.720000000000001,0.8490566037735849,0,8.01,0.09433962264150944,157,train
5.518705035971223,0.8592727272727272,0,0.0,0.12727272727272726,158,train
3.3390683229813667,0.8375862068965517,0,3.1149999999999998,0.6551724137931034,180,train
3.59325,0.9261538461538462,0,3.65,0.46153846153846156,155,train
5.7801481481481485,0.8948076923076923,1,6.13,0.07692307692307693,183,train
5.696287878787879,0.8473214285714287,0,5.32,0.21428571428571427,146,train
3.4254285714285713,0.6294594594594595,0,0.0,0.918918918918919,140,train
5.416624999999999,0.8447540983606557,0,0.0,0.21311475409836064,185,train
5.3693103448275865,0.8453448275862069,0,5.81,0.1724137931034483,167,train
3.8437158469945354,0.8688888888888889,1,2.735,0.4603174603174603,153,train
5.455036496350365,0.8496153846153847,0,0.0,0.15384615384615385,184,train
3.7019,0.665,0,0.0,0.88,153,train
5.363185185185186,0.8783018867924528,0,7.05,0.09433962264150944,142,train
5.802255639097744,0.8439285714285714,0,3.9299999999999997,0.14285714285714285,165,train
5.550000000000001,0.856923076923077,0,0.0,0.07692307692307693,162,train
8.120467289719626,0.9316666666666666,0,0.0,0.0,178,train
5.334807692307693,0.8540677966101695,0,2.9050000000000002,0.1864406779661017,181,train
5.511448275862069,0.8394642857142857,0,3.4,0.14285714285714285,142,train
5.578195488721804,0.8362962962962962,0,3.17,0.12962962962962962,182,train
8.03362831858407,0.8378181818181818,0,6.36,0.14545454545454545,158,train
8.238785046728974,0.9485416666666667,1,7.74,0.0,152,train
5.54264705882353,0.8509803921568627,0,4.36,0.058823529411764705,180,train
5.366176470588236,0.9332692307692307,0,3.4050000000000002,0.1346153846153846,162,train
5.489328859060403,0.857741935483871,0,5.88,0.24193548387096775,170,train
5.643846153846154,0.6550666666666667,0,0.0,0.8,149,train
7.99411214953271,0.9254166666666667,0,0.0,0.0,186,train
3.461707317073171,0.8451162790697675,0,3.265,0.6744186046511628,142,train
3.3562111801242236,0.8375862068965517,0,0.0,0.6551724137931034,143,train
5.53581081081081,0.8488333333333333,0,6.09,0.2,157,train
7.796074766355141,0.9129166666666667,0,8.465,0.0,152,train
5.695461538461538,0.9125000000000001,0,5.5649999999999995,0.07692307692307693,165,train
5.399574468085107,0.8538983050847458,0,4.19,0.2033898305084746,146,train
8.192702702702702,0.8727450980392156,1,8.98,0.058823529411764705,143,train
3.267037037037037,0.67,0,0.0,0.9259259259259259,143,train
8.175981308411217,0.9379166666666667,0,0.0,0.0,146,train
5.436,0.8293333333333333,0,1.93,0.21666666666666667,145,train
7.9569911504424775,0.8667307692307692,0,9.62,0.07692307692307693,144,train
5.279692307692308,0.8568518518518519,0,0.0,0.2037037037037037,140,train
5.651904761904762,0.9283720930232559,0,0.0,0.09302325581395349,145,train
5.431642857142857,0.8452941176470589,0,0.0,0.058823529411764705,151,train
5.538986486486486,0.8314516129032258,0,2.31,0.22580645161290322,185,train
5.581727272727273,0.6383333333333333,0,0.0,0.8974358974358975,179,train
5.78796992481203,0.8439285714285714,0,0.0,0.14285714285714285,182,train
5.596060606060606,0.85,0,0.0,0.1111111111111111,156,train
3.2898076923076927,0.84,0,2.9,0.6956521739130435,140,train
8.135636363636364,0.8618000000000001,0,0.0,0.04,156,train
3.566114649681529,0.8551724137931035,0,5.115,0.5517241379310345,164,train
5.452269503546099,0.8539622641509433,0,6.26,0.09433962264150944,152,train
7.958130841121495,0.9172916666666667,0,5.98,0.0,159,train
3.652424242424242,0.6670588235294117,0,1.33,0.8529411764705882,149,train
5.641702127659575,0.8466101694915255,0,5.19,0.1864406779661017,167,train
5.665367647058822,0.8680769230769231,0,0.0,0.07692307692307693,159,train
3.4192715231788076,0.8469090909090908,0,4.73,0.6909090909090909,141,train
3.4598734177215196,0.6553658536585366,0,2.83,0.926829268292683,144,train
3.466433566433566,0.6487671232876713,0,4.7,0.9041095890410958,153,train
7.838240740740741,0.9385416666666666,0,0.0,0.0,152,train
5.673892617449664,0.8318333333333333,0,4.505,0.2,166,train
3.158313253012048,0.678974358974359,0,0.0,0.8974358974358975,177,train
5.240915032679738,0.9277358490566038,0,0.0,0.09433962264150944,148,train
3.5362937062937063,0.845,0,5.21,0.6,159,train
3.385921052631579,0.846842105263158,0,3.905,0.7368421052631579,187,train
7.8744444444444435,0.9535416666666667,1,0.0,0.0,161,train
5.65036496350365,0.9259999999999999,0,4.735,0.04,182,train
5.692013422818792,0.8318333333333333,0,4.505,0.2,166,train
8.048333333333332,0.9356249999999999,0,0.0,0.0,147,train
5.658529411764705,0.8680769230769231,0,3.55,0.07692307692307693,155,train
3.558230088495575,0.8738095238095239,0,2.835,0.5952380952380952,155,train
8.003551401869158,0.9220833333333333,0,4.63,0.0,154,train
8.208434782608697,0.880188679245283,1,0.0,0.09433962264150944,164,train
5.45351724137931,0.8563636363636364,0,5.68,0.12727272727272726,164,train
3.2017391304347824,0.697,0,3.99,1.0,143,train
3.8044736842105267,0.6362790697674419,0,0.0,0.9069767441860465,150,train
5.890813008130082,0.9490000000000001,1,7.41,0.04,157,train
3.4592499999999995,0.8473333333333334,0,0.0,0.6666666666666666,146,train
7.897326732673268,0.9441304347826087,0,10.0,0.0,167,train
5.419347826086956,0.8508474576271187,0,0.0,0.1864406779661017,159,train
7.786697247706422,0.9232653061224491,0,0.0,0.02040816326530612,172,train
5.398549618320611,0.8388888888888888,0,0.0,0.12962962962962962,169,train
5.45992700729927,0.8496153846153847,0,3.03,0.15384615384615385,143,train
3.9741666666666666,0.62875,0,0.0,1.0,187,train
5.354296875,0.9310416666666667,0,0.0,0.125,176,train
3.5983464566929135,0.8427906976744186,0,3.1950000000000003,0.6046511627906976,177,train
7.960446428571429,0.850566037735849,0,0.0,0.09433962264150944,160,train
5.482573529411765,0.8526,0,5.59,0.06,155,train
5.435866666666667,0.8293333333333333,0,6.78,0.21666666666666667,144,train
5.629391304347826,0.8528260869565216,0,0.0,0.13043478260869565,174,train
5.349572649572649,0.8452173913043479,0,5.41,0.06521739130434782,184,train
5.651640625,0.854909090909091,0,0.0,0.12727272727272726,147,train
8.220934579439254,0.8804081632653061,1,8.620000000000001,0.04081632653061224,161,train
8.11766355140187,0.9197916666666667,0,0.0,0.0,161,train
3.6533103448275854,0.8394444444444444,0,2.41,0.6296296296296297,160,train
5.594273504273505,0.9359574468085107,0,3.71,0.06382978723404255,149,train
5.803358778625954,0.9473999999999999,1,0.0,0.04,184,train
3.5578666666666665,0.8422641509433962,0,3.78,0.6226415094339622,149,train
5.217868852459016,0.8772,0,8.42,0.08,150,train
3.8198360655737704,0.8688888888888889,1,4.36,0.4603174603174603,158,train
5.775785123966942,0.8761224489795918,1,5.54,0.08163265306122448,157,train
5.521554054054054,0.8488333333333333,0,4.915,0.2,183,train
3.5513157894736844,0.8485714285714285,0,2.8899999999999997,0.6666666666666666,160,train
8.21214953271028,0.9460416666666666,1,7.76,0.0,186,train
5.438758620689655,0.8574137931034482,0,0.0,0.1724137931034483,148,train
3.450181818181818,0.6366101694915255,0,0.0,0.9661016949152542,149,train
5.677142857142857,0.6662264150943397,0,0.0,0.8113207547169812,166,train
3.3251282051282054,0.6575,0,0.0,1.0,180,train
3.308269230769231,0.84,0,0.0,0.6956521739130435,179,train
8.151666666666667,0.9727083333333333,1,0.0,0.0,180,train
3.540909090909091,0.655,0,0.0,1.0,159,train
5.400909090909091,0.8492452830188679,0,2.56,0.09433962264150944,156,train
5.836310679611651,0.8656097560975611,0,0.0,0.04878048780487805,143,train
7.8525233644859815,0.919375,0,0.0,0.0,150,train
7.99196261682243,0.9216666666666667,0,7.515,0.0,153,train
5.5687500000000005,0.842,0,6.25,0.17777777777777778,150,train
5.668467153284672,0.8457692307692307,0,0.0,0.07692307692307693,142,train
3.77164705882353,0.6652083333333333,0,0.0,0.9166666666666666,184,train
7.997321428571429,0.850566037735849,0,0.0,0.09433962264150944,184,train
5.567870370370371,0.6390789473684211,0,0.0,0.8289473684210527,187,train
5.379664429530202,0.8660344827586206,0,0.0,0.1896551724137931,182,train
8.093551401869158,0.9197916666666667,0,7.18,0.0,148,train
3.55212389380531,0.933,0,3.8,0.6,146,train
8.07607476635514,0.921875,0,7.12,0.0,171,train
3.846504854368932,0.651875,0,0.0,0.9375,177,train
5.853669064748202,0.8423333333333333,0,3.38,0.2,181,train
5.1414193548387095,0.8633898305084745,0,3.6,0.2033898305084746,149,train
5.088592592592593,0.8540816326530613,0,6.390000000000001,0.1836734693877551,147,train
8.13803738317757,0.9197916666666667,0,7.45,0.0,147,train
3.700918367346939,0.6420754716981132,0,2.7750000000000004,0.9245283018867925,169,train
5.253561643835615,0.865,0,5.17,0.1111111111111111,160,train
5.902246376811594,0.8501754385964913,0,0.0,0.15789473684210525,168,train
5.646722689075631,0.8389795918367347,0,4.995,0.16326530612244897,153,train
8.218878504672897,0.9587500000000001,1,9.6,0.0,183,train
8.534766355140187,0.9516666666666667,1,0.0,0.0,182,train
5.843282442748092,0.8847169811320755,1,0.0,0.09433962264150944,164,train
3.5312621359223297,0.65,0,0.0,0.9056603773584906,149,train
8.146363636363636,0.8618000000000001,0,7.82,0.04,141,train
5.477380952380953,0.9267391304347826,0,7.72,0.06521739130434782,167,train
5.118516129032258,0.8633898305084745,0,5.484999999999999,0.2033898305084746,161,train
5.64529411764706,0.8389795918367347,0,5.365,0.16326530612244897,163,train
3.7624705882352942,0.6652083333333333,0,0.0,0.9166666666666666,141,train
8.218785046728973,0.8804081632653061,1,0.0,0.04081632653061224,165,train
3.4736144578313253,0.844,0,0.0,0.6666666666666666,159,train
5.346901408450704,0.8524074074074074,0,3.1,0.12962962962962962,148,train
5.417841726618706,0.8369090909090909,0,6.62,0.16363636363636364,140,train
5.504462809917355,0.8282142857142858,0,5.23,0.25,184,train
5.57125,0.8450943396226415,0,4.43,0.1320754716981132,187,train
5.487285714285714,0.9226415094339623,0,5.9,0.09433962264150944,160,train
8.245833333333334,0.9458333333333333,1,6.26,0.0,150,train
5.76406779661017,0.8608695652173913,0,0.0,0.043478260869565216,175,train
5.560416666666666,0.635,0,0.0,0.9473684210526315,184,train
5.743050847457627,0.8608695652173913,0,4.93,0.043478260869565216,148,train
3.4517543859649122,0.6513333333333333,0,0.0,0.9,177,train
5.302230769230769,0.8568518518518519,0,8.59,0.2037037037037037,142,train
5.5223287671232875,0.8446774193548386,0,6.58,0.22580645161290322,172,train
7.7889908256880735,0.9232653061224491,0,0.0,0.02040816326530612,165,train
5.548504672897197,0.8360869565217391,0,0.0,0.21739130434782608,141,train
5.413719008264463,0.8587234042553191,0,4.21,0.10638297872340426,176,train
5.287852348993289,0.8720754716981132,0,3.9749999999999996,0.09433962264150944,164,train
3.6042857142857145,0.8615151515151515,0,0.0,0.6212121212121212,144,train
3.652424242424242,0.6670588235294117,0,2.955,0.8529411764705882,154,train
5.488214285714286,0.626875,0,5.715,0.9375,153,train
7.975607476635514,0.930625,0,0.0,0.0,185,train
5.663664122137404,0.8608,1,2.36,0.08,147,train
3.4312582781456955,0.8469090909090908,0,0.0,0.6909090909090909,140,train
5.477777777777778,0.9267391304347826,0,3.94,0.06521739130434782,140,train
4.874545454545454,0.6863636363636364,0,2.92,0.6363636363636364,143,train
5.760000000000001,0.8539622641509433,0,0.0,0.09433962264150944,187,train
5.557111111111111,0.6473333333333334,0,0.0,0.8666666666666667,149,train
5.527465753424657,0.8617241379310344,0,4.67,0.1724137931034483,150,train
5.372727272727273,0.8587234042553191,0,0.0,0.10638297872340426,147,train
3.449156626506024,0.844,0,4.94,0.6666666666666666,144,train
5.4386363636363635,0.8661363636363636,0,2.7,0.11363636363636363,146,train
5.805,0.8620370370370369,1,5.09,0.1111111111111111,152,train
5.687946428571428,0.8497777777777779,0,5.93,0.08888888888888889,153,train
5.555322580645162,0.8436538461538461,0,0.0,0.19230769230769232,153,train
5.529324324324324,0.8314516129032258,0,5.26,0.22580645161290322,167,train
5.346089743589744,0.8540677966101695,0,4.33,0.1864406779661017,178,train
5.774444444444444,0.8948076923076923,1,4.17,0.07692307692307693,156,train
5.552061068702289,0.8579245283018868,0,5.96,0.09433962264150944,153,train
5.5275342465753425,0.8446774193548386,0,0.0,0.22580645161290322,144,train
8.148288288288288,0.86,0,0.0,0.09615384615384616,161,train
5.78228813559322,0.8608695652173913,0,0.0,0.043478260869565216,171,train
5.375061728395061,0.8670967741935484,0,0.0,0.24193548387096775,154,train
7.73925925925926,0.9264583333333333,0,6.04,0.0,161,train
3.3138260869565217,0.8595454545454545,0,2.58,0.6818181818181818,184,train
5.648403361344538,0.8389795918367347,0,0.0,0.16326530612244897,150,train
3.6083464566929138,0.8427906976744186,0,0.0,0.6046511627906976,179,train
3.461212121212121,0.6495,0,0.0,0.95,177,train
5.657115384615385,0.6550666666666667,0,1.0,0.8,140,train
5.445986394557823,0.854,0,3.9,0.2,164,train
5.731,0.8615384615384615,0,0.0,0.09615384615384616,172,train
5.369774436090225,0.8741176470588234,0,0.0,0.058823529411764705,183,train
3.574122807017544,0.8314634146341463,0,0.0,0.5365853658536586,155,train
8.03626168224299,0.9314583333333334,0,5.05,0.0,173,train
5.808195488721805,0.8439285714285714,0,0.0,0.14285714285714285,147,train
3.678469387755102,0.6420754716981132,0,2.3949999999999996,0.9245283018867925,153,train
8.132616822429906,0.9474999999999999,1,0.0,0.0,145,train
3.5061206896551727,0.6396721311475411,0,0.0,0.8852459016393442,141,train
5.638846153846154,0.6550666666666667,0,4.72,0.8,146,train
8.108598130841122,0.9383333333333334,0,0.0,0.0,183,train
7.804537037037037,0.9370833333333333,0,5.865,0.0,161,train
5.58472972972973,0.6439215686274511,0,4.48,0.8823529411764706,159,train
4.0451162790697675,0.6512244897959184,0,0.0,0.8775510204081632,180,train
8.209716981132077,0.9293617021276596,0,0.0,0.0,176,train
5.691627906976744,0.9564583333333333,1,6.41,0.020833333333333332,154,train
3.590263157894737,0.8485714285714285,0,5.455,0.6666666666666666,180,train
5.747461538461538,0.8615384615384615,0,0.0,0.09615384615384616,150,train
5.537602739726028,0.8446774193548386,0,4.175,0.22580645161290322,152,train
3.271333333333333,0.8419512195121952,0,0.0,0.6829268292682927,168,train
3.3428571428571425,0.8375862068965517,0,4.005,0.6551724137931034,167,train
5.568790322580645,0.8436538461538461,0,6.46,0.19230769230769232,153,train
8.224205607476634,0.9441666666666667,1,9.45,0.0,181,train
7.9357943925233645,0.926875,0,7.0,0.0,161,train
7.720833333333333,0.8628571428571429,0,0.0,0.02040816326530612,175,train
5.916585365853659,0.9490000000000001,1,4.92,0.04,148,train
8.24787037037037,0.9458333333333333,1,7.585,0.0,142,train
8.2092523364486,0.96,1,0.0,0.0,164,train
3.3895945945945942,0.6718055555555555,0,2.17,0.9027777777777778,168,train
3.4107432432432434,0.6718055555555555,0,2.09,0.9027777777777778,187,train
8.220280373831777,0.9518749999999999,1,0.0,0.0,175,train
5.154754098360656,0.8772,0,6.6,0.08,148,train
5.431965811965812,0.8595833333333333,0,0.0,0.16666666666666666,159,train
7.949444444444445,0.9572916666666668,1,0.0,0.0,185,train
5.518068965517242,0.8514035087719298,0,6.11,0.17543859649122806,160,train
5.426164383561644,0.8542372881355932,0,7.51,0.2033898305084746,167,train
5.543082706766916,0.8362962962962962,0,0.0,0.12962962962962962,171,train
3.578157894736842,0.8314634146341463,0,5.19,0.5365853658536586,149,train
5.530753424657535,0.8446774193548386,0,0.0,0.22580645161290322,162,train
5.582900763358778,0.8579245283018868,0,4.36,0.09433962264150944,173,train
5.388676470588234,0.6416981132075471,0,0.0,0.9245283018867925,143,train
5.467983193277312,0.8408333333333333,0,5.26,0.20833333333333334,178,train
5.500533333333333,0.8529310344827586,0,2.13,0.1724137931034483,173,train
7.971,0.838448275862069,0,0.0,0.1724137931034483,165,train
5.414285714285714,0.8544827586206897,0,0.0,0.1724137931034483,161,train
5.525316455696203,0.8471875,0,7.16,0.125,184,train
5.443900709219858,0.856,0,0.0,0.12727272727272726,173,train
5.458724832214766,0.8444642857142857,0,5.21,0.14285714285714285,157,train
5.308108108108108,0.8329310344827586,0,6.475,0.20689655172413793,165,train
5.464428571428571,0.626875,0,5.2,0.9375,168,train
8.2292523364486,0.9518749999999999,1,6.44,0.0,160,train
5.449897959183674,0.8234883720930232,0,0.0,0.2558139534883721,145,train
5.827279411764706,0.8620370370370369,1,3.96,0.1111111111111111,181,train
5.591538461538462,0.9359574468085107,0,5.57,0.06382978723404255,171,train
7.898504672897196,0.93375,0,8.565,0.0,164,train
8.322181818181818,0.866,1,8.62,0.04,160,train
5.4143537414965985,0.8544827586206897,0,0.0,0.1724137931034483,176,train
5.687517730496453,0.8503389830508475,0,0.0,0.23728813559322035,148,train
5.413309859154929,0.8581132075471699,0,0.0,0.09433962264150944,166,train
5.222745098039216,0.9277358490566038,0,0.0,0.09433962264150944,157,train
5.435507246376812,0.9173076923076924,0,7.33,0.07692307692307693,173,train
5.36448275862069,0.8453448275862069,0,5.529999999999999,0.1724137931034483,163,train
5.511891891891892,0.8488333333333333,0,7.87,0.2,159,train
5.657578125,0.854909090909091,0,0.0,0.12727272727272726,161,train
3.6088,0.6711538461538461,0,2.49,0.9230769230769231,187,train
5.523284671532847,0.8594642857142858,0,5.865,0.14285714285714285,183,train
5.414852941176471,0.9286274509803921,0,5.58,0.0784313725490196,143,train
5.628923076923078,0.9246,0,0.0,0.06,166,train
7.952897196261683,0.926875,0,7.09,0.0,148,train
5.5493421052631575,0.642,0,0.0,0.88,169,train
5.42890909090909,0.8661363636363636,0,5.71,0.11363636363636363,148,train
7.829739130434783,0.8461818181818181,0,9.85,0.12727272727272726,151,train
5.6240151515151515,0.85,0,0.0,0.1111111111111111,159,train
3.57622641509434,0.8694594594594595,0,7.19,0.6216216216216216,169,train
5.817564102564102,0.6607547169811321,0,0.0,0.8301886792452831,187,train
7.993551401869159,0.9310416666666667,0,6.775,0.0,142,train
8.058403361344537,0.8466071428571428,0,6.595000000000001,0.14285714285714285,166,train
3.4804310344827587,0.6520588235294118,0,0.0,0.9411764705882353,184,train
5.4431386861313875,0.8496153846153847,0,4.175,0.15384615384615385,161,train
5.35724832214765,0.8498275862068966,0,0.0,0.1724137931034483,166,train
5.240140845070422,0.8674545454545455,0,6.65,0.12727272727272726,171,train
5.401176470588235,0.6416981132075471,0,0.0,0.9245283018867925,146,train
5.424429530201342,0.8444642857142857,0,0.0,0.14285714285714285,154,train
7.977009345794392,0.9310416666666667,0,0.0,0.0,151,train
7.900093457943925,0.92375,0,8.525,0.0,161,train
5.694384615384616,0.9125000000000001,0,8.2,0.07692307692307693,174,train
5.441417322834646,0.8315686274509804,0,0.0,0.23529411764705882,149,train
3.500632911392405,0.6553658536585366,0,0.0,0.926829268292683,140,train
